timestamp,logicalClock,event,queueLength,to
2023-03-08T18:35:09.162Z,68,send,0,3000
2023-03-08T18:35:09.324Z,69,internal,0,
2023-03-08T18:35:09.496Z,70,send,0,3002
2023-03-08T18:35:09.659Z,71,internal,0,
2023-03-08T18:35:09.830Z,72,send,0,3000
2023-03-08T18:35:09.997Z,73,send,0,3000
2023-03-08T18:35:10.165Z,74,send,0,3000
2023-03-08T18:35:10.166Z,75,send,0,3002
2023-03-08T18:35:10.327Z,76,send,0,3002
2023-03-08T18:35:10.499Z,77,send,0,3000
2023-03-08T18:35:10.500Z,78,send,0,3002
2023-03-08T18:35:10.660Z,79,internal,0,
2023-03-08T18:35:10.827Z,80,internal,0,
2023-03-08T18:35:10.995Z,81,internal,0,
2023-03-08T18:35:11.161Z,82,internal,0,
2023-03-08T18:35:11.329Z,83,internal,0,
2023-03-08T18:35:11.496Z,84,internal,0,
2023-03-08T18:35:11.663Z,85,internal,0,
2023-03-08T18:35:11.835Z,86,send,0,3002
2023-03-08T18:35:11.996Z,87,internal,0,
2023-03-08T18:35:12.164Z,88,internal,0,
2023-03-08T18:35:12.330Z,89,internal,0,
2023-03-08T18:35:12.498Z,90,process,0,
2023-03-08T18:35:12.669Z,91,send,0,3000
2023-03-08T18:35:12.832Z,92,internal,0,
2023-03-08T18:35:12.999Z,93,internal,0,
2023-03-08T18:35:13.171Z,94,send,0,3000
2023-03-08T18:35:13.172Z,95,send,0,3002
2023-03-08T18:35:13.334Z,96,internal,0,
2023-03-08T18:35:13.501Z,97,internal,0,
2023-03-08T18:35:13.667Z,98,internal,0,
2023-03-08T18:35:13.833Z,99,process,0,
2023-03-08T18:35:14.001Z,100,internal,0,
2023-03-08T18:35:14.167Z,101,internal,0,
2023-03-08T18:35:14.341Z,102,send,1,3002
2023-03-08T18:35:14.503Z,103,process,0,
2023-03-08T18:35:14.669Z,104,internal,0,
2023-03-08T18:35:14.837Z,105,internal,0,
2023-03-08T18:35:15.005Z,106,process,0,
2023-03-08T18:35:15.172Z,107,internal,0,
2023-03-08T18:35:15.338Z,108,internal,0,
2023-03-08T18:35:15.506Z,109,internal,0,
2023-03-08T18:35:15.673Z,110,internal,0,
2023-03-08T18:35:15.849Z,111,send,0,3002
2023-03-08T18:35:16.009Z,112,send,0,3000
2023-03-08T18:35:16.172Z,113,internal,0,
2023-03-08T18:35:16.338Z,114,internal,0,
2023-03-08T18:35:16.510Z,115,send,0,3002
2023-03-08T18:35:16.672Z,116,internal,0,
2023-03-08T18:35:16.839Z,117,internal,0,
2023-03-08T18:35:17.006Z,118,process,0,
2023-03-08T18:35:17.178Z,119,send,0,3000
2023-03-08T18:35:17.340Z,120,internal,0,
2023-03-08T18:35:17.514Z,121,send,1,3000
2023-03-08T18:35:17.674Z,122,process,0,
2023-03-08T18:35:17.842Z,123,internal,0,
2023-03-08T18:35:18.008Z,124,internal,0,
2023-03-08T18:35:18.180Z,125,send,0,3000
2023-03-08T18:35:18.182Z,126,send,0,3002
2023-03-08T18:35:18.348Z,127,send,0,3002
2023-03-08T18:35:18.510Z,128,internal,0,
2023-03-08T18:35:18.676Z,129,internal,0,
2023-03-08T18:35:18.844Z,130,process,0,
2023-03-08T18:35:19.010Z,131,internal,0,
2023-03-08T18:35:19.178Z,132,internal,0,
2023-03-08T18:35:19.344Z,133,internal,0,
2023-03-08T18:35:19.511Z,134,internal,0,
2023-03-08T18:35:19.684Z,135,send,0,3002
2023-03-08T18:35:19.846Z,136,internal,0,
2023-03-08T18:35:20.013Z,137,internal,0,
2023-03-08T18:35:20.179Z,138,internal,0,
2023-03-08T18:35:20.346Z,139,internal,0,
2023-03-08T18:35:20.514Z,140,internal,0,
2023-03-08T18:35:20.681Z,141,internal,0,
2023-03-08T18:35:20.855Z,142,send,1,3000
2023-03-08T18:35:20.856Z,143,send,1,3002
2023-03-08T18:35:21.016Z,144,process,0,
2023-03-08T18:35:21.183Z,145,internal,0,
2023-03-08T18:35:21.350Z,146,process,0,
2023-03-08T18:35:21.520Z,147,send,0,3002
2023-03-08T18:35:21.683Z,148,internal,0,
2023-03-08T18:35:21.851Z,149,internal,0,
2023-03-08T18:35:22.021Z,150,send,0,3000
2023-03-08T18:35:22.183Z,151,internal,0,
2023-03-08T18:35:22.350Z,152,internal,0,
2023-03-08T18:35:22.517Z,153,process,0,
2023-03-08T18:35:22.689Z,154,send,0,3000
2023-03-08T18:35:22.692Z,155,send,0,3002
2023-03-08T18:35:22.854Z,156,send,0,3000
2023-03-08T18:35:23.018Z,157,internal,0,
2023-03-08T18:35:23.186Z,158,process,0,
2023-03-08T18:35:23.353Z,159,internal,0,
2023-03-08T18:35:23.521Z,160,internal,0,
2023-03-08T18:35:23.686Z,161,internal,0,
2023-03-08T18:35:23.854Z,162,process,0,
2023-03-08T18:35:24.025Z,163,send,0,3002
2023-03-08T18:35:24.189Z,164,send,0,3002
2023-03-08T18:35:24.354Z,165,internal,0,
2023-03-08T18:35:24.520Z,166,internal,0,
2023-03-08T18:35:24.688Z,167,internal,0,
2023-03-08T18:35:24.859Z,168,send,0,3000
2023-03-08T18:35:25.022Z,169,internal,0,
2023-03-08T18:35:25.196Z,170,send,0,3000
2023-03-08T18:35:25.198Z,171,send,0,3002
2023-03-08T18:35:25.362Z,172,send,0,3000
2023-03-08T18:35:25.364Z,173,send,0,3002
2023-03-08T18:35:25.524Z,174,internal,0,
2023-03-08T18:35:25.696Z,175,send,0,3002
2023-03-08T18:35:25.863Z,176,internal,0,
2023-03-08T18:35:26.030Z,177,internal,0,
2023-03-08T18:35:26.197Z,178,internal,0,
2023-03-08T18:35:26.368Z,179,send,0,3002
2023-03-08T18:35:26.531Z,180,internal,0,
2023-03-08T18:35:26.699Z,181,internal,0,
2023-03-08T18:35:26.875Z,182,send,1,3002
2023-03-08T18:35:27.033Z,183,process,0,
2023-03-08T18:35:27.200Z,184,internal,0,
2023-03-08T18:35:27.366Z,185,internal,0,
2023-03-08T18:35:27.536Z,186,send,0,3000
2023-03-08T18:35:27.701Z,187,internal,0,
2023-03-08T18:35:27.869Z,188,internal,0,
2023-03-08T18:35:28.036Z,189,internal,0,
2023-03-08T18:35:28.203Z,190,internal,0,
2023-03-08T18:35:28.370Z,191,internal,0,
2023-03-08T18:35:28.538Z,192,internal,0,
2023-03-08T18:35:28.705Z,193,internal,0,
2023-03-08T18:35:28.870Z,194,internal,0,
2023-03-08T18:35:29.040Z,195,send,0,3002
2023-03-08T18:35:29.204Z,196,internal,0,
2023-03-08T18:35:29.371Z,197,internal,0,
2023-03-08T18:35:29.538Z,198,internal,0,
2023-03-08T18:35:29.706Z,199,process,0,
2023-03-08T18:35:29.873Z,200,process,0,
2023-03-08T18:35:30.040Z,201,internal,0,
2023-03-08T18:35:30.212Z,202,send,1,3000
2023-03-08T18:35:30.374Z,204,process,0,
2023-03-08T18:35:30.541Z,205,internal,0,
2023-03-08T18:35:30.709Z,206,internal,0,
2023-03-08T18:35:30.881Z,207,send,1,3000
2023-03-08T18:35:31.042Z,208,process,0,
2023-03-08T18:35:31.208Z,209,process,0,
2023-03-08T18:35:31.380Z,210,send,0,3000
2023-03-08T18:35:31.542Z,211,internal,0,
2023-03-08T18:35:31.709Z,212,process,0,
2023-03-08T18:35:31.874Z,213,internal,0,
2023-03-08T18:35:32.047Z,214,send,0,3000
2023-03-08T18:35:32.049Z,215,send,0,3002
2023-03-08T18:35:32.214Z,216,send,0,3000
2023-03-08T18:35:32.376Z,217,internal,0,
2023-03-08T18:35:32.550Z,218,send,0,3000
2023-03-08T18:35:32.552Z,219,send,0,3002
2023-03-08T18:35:32.710Z,220,internal,0,
2023-03-08T18:35:32.877Z,221,process,0,
2023-03-08T18:35:33.050Z,222,send,0,3000
2023-03-08T18:35:33.052Z,223,send,0,3002
2023-03-08T18:35:33.215Z,224,send,0,3000
2023-03-08T18:35:33.378Z,225,internal,0,
2023-03-08T18:35:33.546Z,226,internal,0,
2023-03-08T18:35:33.713Z,227,process,0,
2023-03-08T18:35:33.879Z,228,internal,0,
2023-03-08T18:35:34.052Z,229,send,0,3002
2023-03-08T18:35:34.216Z,230,send,0,3002
2023-03-08T18:35:34.379Z,231,internal,0,
2023-03-08T18:35:34.548Z,232,internal,0,
2023-03-08T18:35:34.716Z,233,process,0,
2023-03-08T18:35:34.883Z,234,internal,0,
2023-03-08T18:35:35.055Z,235,send,0,3000
2023-03-08T18:35:35.222Z,236,send,0,3002
2023-03-08T18:35:35.384Z,237,internal,0,
2023-03-08T18:35:35.550Z,238,internal,0,
2023-03-08T18:35:35.721Z,239,send,0,3000
2023-03-08T18:35:35.883Z,240,internal,0,
2023-03-08T18:35:36.050Z,241,internal,0,
2023-03-08T18:35:36.217Z,242,internal,0,
2023-03-08T18:35:36.383Z,243,internal,0,
2023-03-08T18:35:36.555Z,244,send,0,3002
2023-03-08T18:35:36.718Z,245,internal,0,
2023-03-08T18:35:36.890Z,246,send,0,3000
2023-03-08T18:35:37.053Z,247,internal,0,
2023-03-08T18:35:37.219Z,248,internal,0,
2023-03-08T18:35:37.385Z,249,internal,0,
2023-03-08T18:35:37.552Z,250,process,0,
2023-03-08T18:35:37.719Z,251,internal,0,
2023-03-08T18:35:37.886Z,252,internal,0,
2023-03-08T18:35:38.053Z,253,internal,0,
2023-03-08T18:35:38.221Z,254,process,0,
2023-03-08T18:35:38.386Z,255,internal,0,
2023-03-08T18:35:38.553Z,256,internal,0,
2023-03-08T18:35:38.720Z,257,internal,0,
2023-03-08T18:35:38.891Z,258,send,0,3002
2023-03-08T18:35:39.053Z,259,internal,0,
2023-03-08T18:35:39.221Z,260,internal,0,
2023-03-08T18:35:39.386Z,261,internal,0,
2023-03-08T18:35:39.562Z,262,send,0,3000
2023-03-08T18:35:39.564Z,263,send,0,3002
2023-03-08T18:35:39.724Z,264,send,0,3002
2023-03-08T18:35:39.887Z,265,internal,0,
2023-03-08T18:35:40.057Z,266,send,0,3002
2023-03-08T18:35:40.220Z,267,internal,0,
2023-03-08T18:35:40.387Z,268,internal,0,
2023-03-08T18:35:40.554Z,269,internal,0,
2023-03-08T18:35:40.721Z,270,internal,0,
2023-03-08T18:35:40.888Z,271,process,0,
2023-03-08T18:35:41.056Z,272,internal,0,
2023-03-08T18:35:41.222Z,273,process,0,
2023-03-08T18:35:41.397Z,274,send,0,3002
2023-03-08T18:35:41.555Z,275,internal,0,
2023-03-08T18:35:41.722Z,276,internal,0,
2023-03-08T18:35:41.890Z,277,internal,0,
2023-03-08T18:35:42.056Z,278,internal,0,
2023-03-08T18:35:42.230Z,279,internal,0,
2023-03-08T18:35:42.398Z,280,internal,0,
2023-03-08T18:35:42.568Z,281,send,0,3000
2023-03-08T18:35:42.569Z,282,send,0,3002
2023-03-08T18:35:42.732Z,283,internal,0,
2023-03-08T18:35:42.899Z,284,internal,0,
2023-03-08T18:35:43.073Z,285,send,0,3000
2023-03-08T18:35:43.233Z,286,internal,0,
2023-03-08T18:35:43.405Z,287,send,0,3002
2023-03-08T18:35:43.568Z,288,internal,0,
2023-03-08T18:35:43.734Z,289,internal,0,
2023-03-08T18:35:43.901Z,290,internal,0,
2023-03-08T18:35:44.077Z,291,send,0,3000
2023-03-08T18:35:44.078Z,292,send,0,3002
2023-03-08T18:35:44.237Z,293,send,0,3002
2023-03-08T18:35:44.401Z,294,internal,0,
2023-03-08T18:35:44.570Z,295,send,0,3000
2023-03-08T18:35:44.734Z,296,internal,0,
2023-03-08T18:35:44.901Z,297,internal,0,
2023-03-08T18:35:45.068Z,298,internal,0,
2023-03-08T18:35:45.235Z,299,internal,0,
2023-03-08T18:35:45.401Z,300,internal,0,
2023-03-08T18:35:45.569Z,301,internal,0,
2023-03-08T18:35:45.741Z,302,send,0,3000
2023-03-08T18:35:45.742Z,303,send,0,3002
2023-03-08T18:35:45.903Z,304,internal,0,
2023-03-08T18:35:46.069Z,305,internal,0,
2023-03-08T18:35:46.240Z,306,send,0,3000
2023-03-08T18:35:46.406Z,307,send,0,3002
2023-03-08T18:35:46.570Z,308,internal,0,
2023-03-08T18:35:46.737Z,309,internal,0,
2023-03-08T18:35:46.911Z,310,send,0,3000
2023-03-08T18:35:47.070Z,311,process,0,
2023-03-08T18:35:47.237Z,312,internal,0,
2023-03-08T18:35:47.408Z,313,send,0,3000
2023-03-08T18:35:47.570Z,314,internal,0,
2023-03-08T18:35:47.737Z,315,internal,0,
2023-03-08T18:35:47.904Z,316,internal,0,
2023-03-08T18:35:48.071Z,317,internal,0,
2023-03-08T18:35:48.239Z,318,internal,0,
2023-03-08T18:35:48.405Z,319,internal,0,
2023-03-08T18:35:48.572Z,320,internal,0,
2023-03-08T18:35:48.739Z,321,process,0,
2023-03-08T18:35:48.910Z,322,send,0,3000
2023-03-08T18:35:49.078Z,323,send,0,3000
2023-03-08T18:35:49.240Z,324,internal,0,
2023-03-08T18:35:49.407Z,325,internal,0,
2023-03-08T18:35:49.574Z,326,internal,0,
2023-03-08T18:35:49.740Z,327,internal,0,
2023-03-08T18:35:49.912Z,328,send,0,3000
2023-03-08T18:35:50.075Z,329,internal,0,
2023-03-08T18:35:50.242Z,330,internal,0,
2023-03-08T18:35:50.419Z,331,send,0,3002
2023-03-08T18:35:50.576Z,332,internal,0,
2023-03-08T18:35:50.742Z,333,internal,0,
2023-03-08T18:35:50.910Z,334,internal,0,
2023-03-08T18:35:51.077Z,335,internal,0,
2023-03-08T18:35:51.244Z,336,process,0,
2023-03-08T18:35:51.410Z,337,internal,0,
2023-03-08T18:35:51.576Z,338,internal,0,
2023-03-08T18:35:51.750Z,339,send,0,3002
2023-03-08T18:35:51.910Z,340,internal,0,
2023-03-08T18:35:52.077Z,341,internal,0,
2023-03-08T18:35:52.245Z,342,internal,0,
2023-03-08T18:35:52.411Z,343,internal,0,
2023-03-08T18:35:52.578Z,344,internal,0,
2023-03-08T18:35:52.748Z,345,send,0,3002
2023-03-08T18:35:52.912Z,346,internal,0,
2023-03-08T18:35:53.079Z,347,internal,0,
2023-03-08T18:35:53.246Z,348,internal,0,
2023-03-08T18:35:53.414Z,349,process,0,
2023-03-08T18:35:53.579Z,351,process,0,
2023-03-08T18:35:53.747Z,353,process,0,
2023-03-08T18:35:53.913Z,354,internal,0,
2023-03-08T18:35:54.081Z,355,internal,0,
2023-03-08T18:35:54.247Z,356,process,0,
2023-03-08T18:35:54.414Z,357,internal,0,
2023-03-08T18:35:54.581Z,358,internal,0,
2023-03-08T18:35:54.748Z,359,internal,0,
2023-03-08T18:35:54.916Z,360,internal,0,
2023-03-08T18:35:55.082Z,361,process,0,
2023-03-08T18:35:55.249Z,362,internal,0,
2023-03-08T18:35:55.416Z,363,internal,0,
2023-03-08T18:35:55.583Z,364,internal,0,
2023-03-08T18:35:55.754Z,365,send,0,3002
2023-03-08T18:35:55.917Z,366,internal,0,
2023-03-08T18:35:56.084Z,367,internal,0,
2023-03-08T18:35:56.262Z,368,send,0,3002
2023-03-08T18:35:56.418Z,369,internal,0,
2023-03-08T18:35:56.585Z,370,internal,0,
2023-03-08T18:35:56.752Z,371,process,0,
2023-03-08T18:35:56.919Z,372,internal,0,
2023-03-08T18:35:57.085Z,373,internal,0,
2023-03-08T18:35:57.253Z,374,process,0,
2023-03-08T18:35:57.419Z,375,internal,0,
2023-03-08T18:35:57.587Z,376,internal,0,
2023-03-08T18:35:57.752Z,377,internal,0,
2023-03-08T18:35:57.920Z,378,process,0,
2023-03-08T18:35:58.086Z,380,process,0,
2023-03-08T18:35:58.253Z,381,internal,0,
2023-03-08T18:35:58.420Z,382,internal,0,
2023-03-08T18:35:58.591Z,383,send,0,3000
2023-03-08T18:35:58.591Z,384,send,0,3002
2023-03-08T18:35:58.756Z,385,internal,0,
2023-03-08T18:35:58.922Z,386,internal,0,
2023-03-08T18:35:59.098Z,387,send,1,3002
