timestamp,logicalClock,event,queueLength,to
2023-03-08T18:34:59.348Z,1,send,0,3001
2023-03-08T18:34:59.471Z,2,internal,0,
2023-03-08T18:34:59.638Z,3,internal,0,
2023-03-08T18:34:59.806Z,4,internal,0,
2023-03-08T18:34:59.979Z,5,send,0,3001
2023-03-08T18:34:59.982Z,6,send,0,3000
2023-03-08T18:35:00.139Z,7,internal,0,
2023-03-08T18:35:00.305Z,8,internal,0,
2023-03-08T18:35:00.477Z,9,send,0,3001
2023-03-08T18:35:00.640Z,10,internal,0,
2023-03-08T18:35:00.810Z,11,send,0,3000
2023-03-08T18:35:00.810Z,12,send,0,3001
2023-03-08T18:35:00.974Z,13,internal,0,
2023-03-08T18:35:01.144Z,14,send,0,3000
2023-03-08T18:35:01.145Z,15,send,0,3001
2023-03-08T18:35:01.307Z,16,internal,0,
2023-03-08T18:35:01.475Z,17,internal,0,
2023-03-08T18:35:01.643Z,18,internal,0,
2023-03-08T18:35:01.810Z,19,process,0,
2023-03-08T18:35:01.977Z,20,send,0,3001
2023-03-08T18:35:02.143Z,21,internal,0,
2023-03-08T18:35:02.308Z,22,internal,0,
2023-03-08T18:35:02.476Z,23,internal,0,
2023-03-08T18:35:02.643Z,24,internal,0,
2023-03-08T18:35:02.812Z,25,internal,0,
2023-03-08T18:35:02.979Z,26,process,0,
2023-03-08T18:35:03.145Z,27,internal,0,
2023-03-08T18:35:03.314Z,28,internal,0,
2023-03-08T18:35:03.481Z,29,process,0,
2023-03-08T18:35:03.650Z,30,send,0,3000
2023-03-08T18:35:03.813Z,31,internal,0,
2023-03-08T18:35:03.987Z,32,send,0,3000
2023-03-08T18:35:04.150Z,33,send,0,3000
2023-03-08T18:35:04.150Z,34,send,0,3001
2023-03-08T18:35:04.313Z,35,internal,0,
2023-03-08T18:35:04.480Z,36,internal,0,
2023-03-08T18:35:04.647Z,37,internal,0,
2023-03-08T18:35:04.815Z,38,process,0,
2023-03-08T18:35:04.980Z,39,internal,0,
2023-03-08T18:35:05.147Z,40,internal,0,
2023-03-08T18:35:05.315Z,41,send,0,3000
2023-03-08T18:35:05.481Z,42,internal,0,
2023-03-08T18:35:05.650Z,43,internal,0,
2023-03-08T18:35:05.817Z,44,process,1,
2023-03-08T18:35:05.983Z,45,process,0,
2023-03-08T18:35:06.149Z,46,internal,0,
2023-03-08T18:35:06.315Z,47,internal,0,
2023-03-08T18:35:06.482Z,48,internal,0,
2023-03-08T18:35:06.654Z,49,send,0,3000
2023-03-08T18:35:06.819Z,50,internal,0,
2023-03-08T18:35:06.985Z,52,process,0,
2023-03-08T18:35:07.154Z,53,internal,0,
2023-03-08T18:35:07.324Z,54,send,1,3000
2023-03-08T18:35:07.325Z,55,send,1,3001
2023-03-08T18:35:07.488Z,56,process,0,
2023-03-08T18:35:07.659Z,57,internal,0,
2023-03-08T18:35:07.824Z,58,process,0,
2023-03-08T18:35:07.990Z,60,process,0,
2023-03-08T18:35:08.157Z,61,internal,0,
2023-03-08T18:35:08.331Z,62,send,0,3001
2023-03-08T18:35:08.334Z,63,send,0,3000
2023-03-08T18:35:08.490Z,64,internal,0,
2023-03-08T18:35:08.657Z,65,internal,0,
2023-03-08T18:35:08.825Z,66,internal,0,
2023-03-08T18:35:08.991Z,67,process,0,
2023-03-08T18:35:09.159Z,68,internal,0,
2023-03-08T18:35:09.327Z,69,internal,0,
2023-03-08T18:35:09.494Z,70,process,0,
2023-03-08T18:35:09.662Z,71,send,0,3000
2023-03-08T18:35:09.828Z,72,internal,0,
2023-03-08T18:35:09.995Z,73,internal,0,
2023-03-08T18:35:10.163Z,74,process,0,
2023-03-08T18:35:10.329Z,76,process,0,
2023-03-08T18:35:10.497Z,77,process,0,
2023-03-08T18:35:10.663Z,78,internal,0,
2023-03-08T18:35:10.830Z,79,internal,0,
2023-03-08T18:35:10.996Z,80,internal,0,
2023-03-08T18:35:11.162Z,81,internal,0,
2023-03-08T18:35:11.329Z,82,internal,0,
2023-03-08T18:35:11.496Z,83,internal,0,
2023-03-08T18:35:11.663Z,84,internal,0,
2023-03-08T18:35:11.832Z,85,internal,0,
2023-03-08T18:35:11.998Z,86,process,0,
2023-03-08T18:35:12.164Z,87,internal,0,
2023-03-08T18:35:12.341Z,88,send,0,3000
2023-03-08T18:35:12.345Z,89,send,0,3001
2023-03-08T18:35:12.499Z,90,internal,0,
2023-03-08T18:35:12.667Z,91,internal,0,
2023-03-08T18:35:12.833Z,92,internal,0,
2023-03-08T18:35:13.000Z,93,internal,0,
2023-03-08T18:35:13.177Z,94,send,1,3000
2023-03-08T18:35:13.335Z,95,process,0,
2023-03-08T18:35:13.501Z,96,internal,0,
2023-03-08T18:35:13.671Z,97,send,0,3001
2023-03-08T18:35:13.833Z,98,internal,0,
2023-03-08T18:35:14.002Z,99,internal,0,
2023-03-08T18:35:14.168Z,100,internal,0,
2023-03-08T18:35:14.342Z,101,send,1,3001
2023-03-08T18:35:14.504Z,102,process,0,
2023-03-08T18:35:14.673Z,103,send,0,3000
2023-03-08T18:35:14.844Z,104,send,0,3000
2023-03-08T18:35:14.846Z,105,send,0,3001
2023-03-08T18:35:15.005Z,106,internal,0,
2023-03-08T18:35:15.172Z,107,internal,0,
2023-03-08T18:35:15.339Z,108,internal,0,
2023-03-08T18:35:15.506Z,109,internal,0,
2023-03-08T18:35:15.673Z,110,internal,0,
2023-03-08T18:35:15.850Z,111,send,1,3000
