timestamp,logicalClock,event,queueLength,to
2023-03-08T18:42:13.793Z,1,send,0,3000
2023-03-08T18:42:13.794Z,2,send,0,3001
2023-03-08T18:42:13.910Z,3,internal,0,
2023-03-08T18:42:14.077Z,4,internal,0,
2023-03-08T18:42:14.251Z,5,send,0,3000
2023-03-08T18:42:14.411Z,6,internal,0,
2023-03-08T18:42:14.580Z,7,internal,0,
2023-03-08T18:42:14.755Z,8,send,0,3000
2023-03-08T18:42:14.936Z,9,send,0,3001
2023-03-08T18:42:14.944Z,10,send,1,3000
2023-03-08T18:42:15.090Z,11,process,0,
2023-03-08T18:42:15.257Z,12,internal,0,
2023-03-08T18:42:15.424Z,13,internal,0,
2023-03-08T18:42:15.590Z,14,internal,0,
2023-03-08T18:42:15.757Z,15,internal,0,
2023-03-08T18:42:15.933Z,16,internal,0,
2023-03-08T18:42:16.101Z,17,internal,0,
2023-03-08T18:42:16.268Z,18,process,0,
2023-03-08T18:42:16.435Z,19,internal,0,
2023-03-08T18:42:16.602Z,20,internal,0,
2023-03-08T18:42:16.773Z,21,send,0,3000
2023-03-08T18:42:16.774Z,22,send,0,3001
2023-03-08T18:42:16.943Z,23,send,0,3000
2023-03-08T18:42:16.945Z,24,send,0,3001
2023-03-08T18:42:17.103Z,25,internal,0,
2023-03-08T18:42:17.270Z,26,internal,0,
2023-03-08T18:42:17.437Z,27,internal,0,
2023-03-08T18:42:17.605Z,28,internal,0,
2023-03-08T18:42:17.774Z,29,send,0,3001
2023-03-08T18:42:17.939Z,30,internal,0,
2023-03-08T18:42:18.107Z,31,internal,0,
2023-03-08T18:42:18.274Z,32,process,0,
2023-03-08T18:42:18.441Z,33,internal,0,
2023-03-08T18:42:18.608Z,34,process,0,
2023-03-08T18:42:18.775Z,35,internal,0,
2023-03-08T18:42:18.942Z,36,internal,0,
2023-03-08T18:42:19.109Z,37,internal,0,
2023-03-08T18:42:19.276Z,38,process,0,
2023-03-08T18:42:19.443Z,39,internal,0,
2023-03-08T18:42:19.614Z,40,send,0,3000
2023-03-08T18:42:19.615Z,41,send,0,3001
2023-03-08T18:42:19.782Z,42,send,0,3000
2023-03-08T18:42:19.944Z,43,internal,0,
2023-03-08T18:42:20.115Z,44,send,0,3001
2023-03-08T18:42:20.278Z,45,internal,0,
2023-03-08T18:42:20.445Z,46,internal,0,
2023-03-08T18:42:20.612Z,47,internal,0,
2023-03-08T18:42:20.782Z,48,send,0,3000
2023-03-08T18:42:20.783Z,49,send,0,3001
2023-03-08T18:42:20.948Z,50,internal,0,
2023-03-08T18:42:21.115Z,51,internal,0,
2023-03-08T18:42:21.282Z,52,internal,0,
2023-03-08T18:42:21.449Z,53,internal,0,
2023-03-08T18:42:21.616Z,54,process,0,
2023-03-08T18:42:21.783Z,55,internal,0,
2023-03-08T18:42:21.950Z,56,process,0,
2023-03-08T18:42:22.121Z,57,send,0,3000
2023-03-08T18:42:22.283Z,58,internal,0,
2023-03-08T18:42:22.450Z,59,internal,0,
2023-03-08T18:42:22.617Z,60,process,0,
2023-03-08T18:42:22.784Z,61,internal,0,
2023-03-08T18:42:22.954Z,62,send,0,3000
2023-03-08T18:42:23.118Z,63,internal,0,
2023-03-08T18:42:23.284Z,64,process,0,
2023-03-08T18:42:23.452Z,65,internal,0,
2023-03-08T18:42:23.618Z,66,internal,0,
2023-03-08T18:42:23.786Z,67,internal,0,
2023-03-08T18:42:23.953Z,68,internal,0,
2023-03-08T18:42:24.119Z,69,internal,0,
2023-03-08T18:42:24.291Z,70,send,0,3000
2023-03-08T18:42:24.294Z,71,send,0,3001
2023-03-08T18:42:24.458Z,72,send,0,3001
2023-03-08T18:42:24.621Z,73,internal,0,
2023-03-08T18:42:24.788Z,74,internal,0,
2023-03-08T18:42:24.954Z,75,internal,0,
2023-03-08T18:42:25.122Z,76,internal,0,
2023-03-08T18:42:25.288Z,77,internal,0,
2023-03-08T18:42:25.456Z,78,internal,0,
2023-03-08T18:42:25.622Z,79,internal,0,
2023-03-08T18:42:25.789Z,80,internal,0,
2023-03-08T18:42:25.956Z,81,internal,0,
2023-03-08T18:42:26.123Z,82,internal,0,
2023-03-08T18:42:26.294Z,83,send,0,3001
2023-03-08T18:42:26.457Z,84,internal,0,
2023-03-08T18:42:26.629Z,85,send,0,3000
2023-03-08T18:42:26.631Z,86,send,0,3001
2023-03-08T18:42:26.792Z,87,internal,0,
2023-03-08T18:42:26.959Z,88,internal,0,
2023-03-08T18:42:27.126Z,89,internal,0,
2023-03-08T18:42:27.293Z,90,internal,0,
2023-03-08T18:42:27.460Z,91,internal,0,
2023-03-08T18:42:27.632Z,92,send,0,3000
2023-03-08T18:42:27.633Z,93,send,0,3001
2023-03-08T18:42:27.795Z,94,internal,0,
2023-03-08T18:42:27.964Z,95,send,0,3001
2023-03-08T18:42:28.129Z,96,internal,0,
2023-03-08T18:42:28.296Z,97,internal,0,
2023-03-08T18:42:28.463Z,98,internal,0,
